value,designator,barcode,,mean,0.139595177,,,,
0.1377,U3_1,"	M0540064PI27407900Z",,,,,,,
0.1411,U3_1,"	M0540064PI274079013",,,,,,,
0.1313,U3_1,"	M0540064PI27407900H",,,,,,,
0.1373,U3_1,"	M0540064PI274079017",,,,,,,
0.1319,U3_1,"	M0540064PI274079012",,,,,,,
0.1341,U3_1,"	M0540064PI274079010",,,,,,,
0.1407,U3_1,"	M0540064PI274079009",,,,,,,
0.1411,U3_1,"	M0540064PI27407901K",,,,,,,
0.1479,U3_1,"	M0540064PI274079008",,,,,,,
0.1399,U3_1,"	M0540064PI274079007",,,,,,,
0.1294,U3_1,"	M0540064PI274079016",,,,,,,
0.1389,U3_1,"	M0540064PI274079003",,,,,,,
0.1361,U3_1,"	M0540064PI274079011",,,,,,,
0.1394,U3_1,"	M0540064PI27407900E",,,,,,,
0.1422,U3_1,"	M0540064PI27407900N",,,,,,,
0.1397,U3_1,"	M0540064PI274079033",,,,,,,
0.1386,U3_1,"	M0540064PI27407902X",,,,,,,
0.1487,U3_1,"	M0540064PI27407902U",,,,,,,
0.1336,U3_1,"	M0540064PI27407902N",,,,,,,
0.1384,U3_1,"	M0540064PI27407901X",,,,,,,
0.1353,U3_1,"	M0540064PI27407901W",,,,,,,
0.1411,U3_1,"	M0540064PI274079028",,,,,,,
0.1453,U3_1,"	M0540064PI27407901V",,,,,,,
0.141,U3_1,"	M0540064PI274079019",,,,,,,
0.1448,U3_1,"	M0540064PI27407901M",,,,,,,
0.1456,U3_1,"	M0540064PI27407901P",,,,,,,
0.1476,U3_1,"	M0540064PI27407901U",,,,,,,
0.1415,U3_1,"	M0540064PI274079020",,,,,,,
0.1355,U3_1,"	M0540064PI27407900S",,,,,,,
0.1381,U3_1,"	M0540064PI27407900V",,,,,,,
0.1331,U3_1,"	M0540064PI27407901L",,,,,,,
0.1401,U3_1,"	M0540064PI274079023",,,,,,,
0.1392,U3_1,"	M0540064PI27407901N",,,,,,,
0.1342,U3_1,"	M0540064PI27407901J",,,,,,,
0.1365,U3_1,"	M0540064PI27407901R",,,,,,,
0.1435,U3_1,"	M0540064PI27407902T",,,,,,,
0.1354,U3_1,"	M0540064PI274079025",,,,,,,
0.1375,U3_1,"	M0540064PI27407902S",,,,,,,
0.1363,U3_1,"	M0540064PI27407902M",,,,,,,
0.1372,U3_1,"	M0540064PI27407904D",,,,,,,
0.1354,U3_1,"	M0540064PI27407903Z",,,,,,,
0.1422,U3_1,"	M0540064PI274079029",,,,,,,
0.1385,U3_1,"	M0540064PI27407901C",,,,,,,
0.1408,U3_1,"	M0540064PI274079036",,,,,,,
0.1397,U3_1,"	M0540064PI274079049",,,,,,,
0.1437,U3_1,"	M0540064PI27407904E",,,,,,,
0.1328,U3_1,"	M0540064PI27407904B",,,,,,,
0.14,U3_1,"	M0540064PI27407903P",,,,,,,
0.1402,U3_1,"	M0540064PI27407902E",,,,,,,
0.1394,U3_1,"	M0540064PI27407902C",,,,,,,
0.1352,U3_1,"	M0540064PI27407902D",,,,,,,
0.1408,U3_1,"	M0540064PI27407902A",,,,,,,
0.1308,U3_1,"	M0540064PI27407904J",,,,,,,
0.1475,U3_1,"	M0540064PI274079021",,,,,,,
0.1472,U3_1,"	M0540064PI27407904K",,,,,,,
0.1361,U3_1,"	M0540064PI27407904M",,,,,,,
0.138,U3_1,"	M0540064PI27407904N",,,,,,,
0.1429,U3_1,"	M0540064PI27407904G",,,,,,,
0.1408,U3_1,"	M0540064PI27407904H",,,,,,,
0.142,U3_1,"	M0540064PI27407900J",,,,,,,
0.1469,U3_1,"	M0540064PI27407901D",,,,,,,
0.1353,U3_1,"	M0540064PI274079022",,,,,,,
0.1369,U3_1,"	M0540064PI274079026",,,,,,,
0.1435,U3_1,"	M0540064PI274079045",,,,,,,
0.137,U3_1,"	M0540064PI27407904C",,,,,,,
0.1444,U3_1,"	M0540064PI27407904A",,,,,,,
0.1267,U3_1,"	M0540064PI27407902K",,,,,,,
0.1383,U3_1,"	M0540064PI27407902L",,,,,,,
0.1379,U3_1,"	M0540064PI27407902J",,,,,,,
0.1403,U3_1,"	M0540064PI27407902V",,,,,,,
0.1421,U3_1,"	M0540064PI27407904F",,,,,,,
0.1367,U3_1,"	M0540064PI274079048",,,,,,,
